cost,distance
229.15639124437195,9.542931109797511
128.72595282075122,7.935211866198897
81.65496680333568,6.41229274013745
48.63421936755652,5.0716145169466404
27.047456503051915,3.806663505273719
13.39148229318675,2.5566765643763585
5.384571386904079,1.3144757653989319
1.3592902196612704,0.5374716420161986
0.19831777034465317,0.2693574164244503
0.02893417275103823,0.18690461831668784
0.00422143891256883,0.17175170085473002
0.0006158996369410163,0.17176789417137162
8.985854601727586e-05,0.1725613279487065
1.3110185179555583e-05,0.1729753710489025
1.9127502397963805e-06,0.1731507903105196
2.7906649904020667e-07,0.17322047594885429
